loggernet_variable,cr1000_name,var_type,research_name,definition,units,link,logger,var_role,table
AboveR(7),abover7,plot,abover,3 minute running average of above sensor at canopy height ,celcius,372,merit highmarsh,plot,
AboveR(8),abover8,plot,abover,3 minute running average of above sensor at canopy height ,celcius,382,merit highmarsh,plot,
AboveR(9),abover9,plot,abover,3 minute running average of above sensor at canopy height ,celcius,392,merit highmarsh,plot,
AirR(1),airr1,plot,airr,3 minute running average of air sensor at 50cm height ,celcius,370,merit highmarsh,plot,
AirR(2),airr2,plot,airr,3 minute running average of air sensor at 50cm height ,celcius,380,merit highmarsh,plot,
AirR(3),airr3,plot,airr,3 minute running average of air sensor at 50cm height ,celcius,390,merit highmarsh,plot,
AirR(4),airr4,plot,airr,3 minute running average of air sensor at 50cm height ,celcius,371,merit highmarsh,plot,
AirR(5),airr5,plot,airr,3 minute running average of air sensor at 50cm height ,celcius,381,merit highmarsh,plot,
AirR(6),airr6,plot,airr,3 minute running average of air sensor at 50cm height ,celcius,391,merit highmarsh,plot,
AirR(7),airr7,plot,airr,3 minute running average of air sensor at 50cm height ,celcius,372,merit highmarsh,plot,
AirR(8),airr8,plot,airr,3 minute running average of air sensor at 50cm height ,celcius,382,merit highmarsh,plot,
AirR(9),airr9,plot,airr,3 minute running average of air sensor at 50cm height ,celcius,392,merit highmarsh,plot,
Parse_Code(1),parse_code1,plot,parse_code,'Code divides 7 digit number into successive samller numbers and fractional remains becomes code For sesnors: 0 is normal operation- 1 is warning -2 is NAN based on Arduino,,370,merit highmarsh,plot,
Parse_Code(2),parse_code2,plot,parse_code,'Code divides 7 digit number into successive samller numbers and fractional remains becomes code For sesnors: 0 is normal operation- 1 is warning -2 is NAN based on Arduino,,380,merit highmarsh,plot,
Parse_Code(3),parse_code3,plot,parse_code,'Code divides 7 digit number into successive samller numbers and fractional remains becomes code For sesnors: 0 is normal operation- 1 is warning -2 is NAN based on Arduino,,390,merit highmarsh,plot,
Parse_Code(4),parse_code4,plot,parse_code,'Code divides 7 digit number into successive samller numbers and fractional remains becomes code For sesnors: 0 is normal operation- 1 is warning -2 is NAN based on Arduino,,371,merit highmarsh,plot,
Parse_Code(5),parse_code5,plot,parse_code,'Code divides 7 digit number into successive samller numbers and fractional remains becomes code For sesnors: 0 is normal operation- 1 is warning -2 is NAN based on Arduino,,381,merit highmarsh,plot,
Parse_Code(6),parse_code6,plot,parse_code,'Code divides 7 digit number into successive samller numbers and fractional remains becomes code For sesnors: 0 is normal operation- 1 is warning -2 is NAN based on Arduino,,391,merit highmarsh,plot,
Parse_Code(7),parse_code7,plot,parse_code,'Code divides 7 digit number into successive samller numbers and fractional remains becomes code For sesnors: 0 is normal operation- 1 is warning -2 is NAN based on Arduino,,372,merit highmarsh,plot,
Parse_Code(8),parse_code8,plot,parse_code,'Code divides 7 digit number into successive samller numbers and fractional remains becomes code For sesnors: 0 is normal operation- 1 is warning -2 is NAN based on Arduino,,382,merit highmarsh,plot,
Parse_Code(9),parse_code9,plot,parse_code,'Code divides 7 digit number into successive samller numbers and fractional remains becomes code For sesnors: 0 is normal operation- 1 is warning -2 is NAN based on Arduino,,392,merit highmarsh,plot,
ReadErrors(1),readerrors1,plot,readerrors,arduino register read error,,370,merit highmarsh,plot,
ReadErrors(2),readerrors2,plot,readerrors,arduino register read error,,380,merit highmarsh,plot,
ReadErrors(3),readerrors3,plot,readerrors,arduino register read error,,390,merit highmarsh,plot,
ReadErrors(4),readerrors4,plot,readerrors,arduino register read error,,371,merit highmarsh,plot,
ReadErrors(5),readerrors5,plot,readerrors,arduino register read error,,381,merit highmarsh,plot,
ReadErrors(6),readerrors6,plot,readerrors,arduino register read error,,391,merit highmarsh,plot,
ReadErrors(7),readerrors7,plot,readerrors,arduino register read error,,372,merit highmarsh,plot,
ReadErrors(8),readerrors8,plot,readerrors,arduino register read error,,382,merit highmarsh,plot,
ReadErrors(9),readerrors9,plot,readerrors,arduino register read error,,392,merit highmarsh,plot,
WriteErrors(1),writeerrors1,plot,writeerrors,arduino register write error,,370,merit highmarsh,plot,
WriteErrors(2),writeerrors2,plot,writeerrors,arduino register write error,,380,merit highmarsh,plot,
WriteErrors(3),writeerrors3,plot,writeerrors,arduino register write error,,390,merit highmarsh,plot,
WriteErrors(4),writeerrors4,plot,writeerrors,arduino register write error,,371,merit highmarsh,plot,
WriteErrors(5),writeerrors5,plot,writeerrors,arduino register write error,,381,merit highmarsh,plot,
WriteErrors(6),writeerrors6,plot,writeerrors,arduino register write error,,391,merit highmarsh,plot,
WriteErrors(7),writeerrors7,plot,writeerrors,arduino register write error,,372,merit highmarsh,plot,
WriteErrors(8),writeerrors8,plot,writeerrors,arduino register write error,,382,merit highmarsh,plot,
WriteErrors(9),writeerrors9,plot,writeerrors,arduino register write error,,392,merit highmarsh,plot,
Surface_Soil_Check_Avg(1),surface_soil_check_avg1,plot,surface_soil_check_avg, Surface_Soil_Check(k)= Delta_Temp_Surface(k)-Target_Surface(k),celcius,370,merit highmarsh,plot,
Surface_Soil_Check_Avg(2),surface_soil_check_avg2,plot,surface_soil_check_avg, Surface_Soil_Check(k)= Delta_Temp_Surface(k)-Target_Surface(k),celcius,380,merit highmarsh,plot,
Surface_Soil_Check_Avg(3),surface_soil_check_avg3,plot,surface_soil_check_avg, Surface_Soil_Check(k)= Delta_Temp_Surface(k)-Target_Surface(k),celcius,390,merit highmarsh,plot,
Surface_Soil_Check_Avg(4),surface_soil_check_avg4,plot,surface_soil_check_avg, Surface_Soil_Check(k)= Delta_Temp_Surface(k)-Target_Surface(k),celcius,371,merit highmarsh,plot,
Surface_Soil_Check_Avg(5),surface_soil_check_avg5,plot,surface_soil_check_avg, Surface_Soil_Check(k)= Delta_Temp_Surface(k)-Target_Surface(k),celcius,381,merit highmarsh,plot,
Surface_Soil_Check_Avg(6),surface_soil_check_avg6,plot,surface_soil_check_avg, Surface_Soil_Check(k)= Delta_Temp_Surface(k)-Target_Surface(k),celcius,391,merit highmarsh,plot,
Surface_Soil_Check_Avg(7),surface_soil_check_avg7,plot,surface_soil_check_avg, Surface_Soil_Check(k)= Delta_Temp_Surface(k)-Target_Surface(k),celcius,372,merit highmarsh,plot,
Surface_Soil_Check_Avg(8),surface_soil_check_avg8,plot,surface_soil_check_avg, Surface_Soil_Check(k)= Delta_Temp_Surface(k)-Target_Surface(k),celcius,382,merit highmarsh,plot,
Surface_Soil_Check_Avg(9),surface_soil_check_avg9,plot,surface_soil_check_avg, Surface_Soil_Check(k)= Delta_Temp_Surface(k)-Target_Surface(k),celcius,392,merit highmarsh,plot,
Pin_Soil_Check_Avg(1),pin_soil_check_avg1,plot,pin_soil_check_avg,  Pin_Soil_Check(k)= Delta_Temp_Pin(k)-Target_Pin(k),celcius,370,merit highmarsh,plot,
Pin_Soil_Check_Avg(2),pin_soil_check_avg2,plot,pin_soil_check_avg,  Pin_Soil_Check(k)= Delta_Temp_Pin(k)-Target_Pin(k),celcius,380,merit highmarsh,plot,
Pin_Soil_Check_Avg(3),pin_soil_check_avg3,plot,pin_soil_check_avg,  Pin_Soil_Check(k)= Delta_Temp_Pin(k)-Target_Pin(k),celcius,390,merit highmarsh,plot,
Pin_Soil_Check_Avg(4),pin_soil_check_avg4,plot,pin_soil_check_avg,  Pin_Soil_Check(k)= Delta_Temp_Pin(k)-Target_Pin(k),celcius,371,merit highmarsh,plot,
Pin_Soil_Check_Avg(5),pin_soil_check_avg5,plot,pin_soil_check_avg,  Pin_Soil_Check(k)= Delta_Temp_Pin(k)-Target_Pin(k),celcius,381,merit highmarsh,plot,
Pin_Soil_Check_Avg(6),pin_soil_check_avg6,plot,pin_soil_check_avg,  Pin_Soil_Check(k)= Delta_Temp_Pin(k)-Target_Pin(k),celcius,391,merit highmarsh,plot,
Pin_Soil_Check_Avg(7),pin_soil_check_avg7,plot,pin_soil_check_avg,  Pin_Soil_Check(k)= Delta_Temp_Pin(k)-Target_Pin(k),celcius,372,merit highmarsh,plot,
Pin_Soil_Check_Avg(8),pin_soil_check_avg8,plot,pin_soil_check_avg,  Pin_Soil_Check(k)= Delta_Temp_Pin(k)-Target_Pin(k),celcius,382,merit highmarsh,plot,
Pin_Soil_Check_Avg(9),pin_soil_check_avg9,plot,pin_soil_check_avg,  Pin_Soil_Check(k)= Delta_Temp_Pin(k)-Target_Pin(k),celcius,392,merit highmarsh,plot,
Surface_Soil_Message(1),surface_soil_message1,plot,surface_soil_message,see program,,370,merit highmarsh,plot,
Surface_Soil_Message(2),surface_soil_message2,plot,surface_soil_message,see program,,380,merit highmarsh,plot,
Surface_Soil_Message(3),surface_soil_message3,plot,surface_soil_message,see program,,390,merit highmarsh,plot,
Surface_Soil_Message(4),surface_soil_message4,plot,surface_soil_message,see program,,371,merit highmarsh,plot,
Surface_Soil_Message(5),surface_soil_message5,plot,surface_soil_message,see program,,381,merit highmarsh,plot,
Surface_Soil_Message(6),surface_soil_message6,plot,surface_soil_message,see program,,391,merit highmarsh,plot,
Surface_Soil_Message(7),surface_soil_message7,plot,surface_soil_message,see program,,372,merit highmarsh,plot,
Surface_Soil_Message(8),surface_soil_message8,plot,surface_soil_message,see program,,382,merit highmarsh,plot,
Surface_Soil_Message(9),surface_soil_message9,plot,surface_soil_message,see program,,392,merit highmarsh,plot,
Surface_Soil_Eveness(2),surface_soil_eveness2,treatment,surface_soil_eveness_1.5,see program,,merit highmarsh,merit highmarsh,logger,
Surface_Soil_Eveness(3),surface_soil_eveness3,treatment,surface_soil_eveness_3,see program,,merit highmarsh,merit highmarsh,logger,
Pin_Soil_Message(1),pin_soil_message1,plot,pin_soil_message,see program,,370,merit highmarsh,plot,
Pin_Soil_Message(2),pin_soil_message2,plot,pin_soil_message,see program,,380,merit highmarsh,plot,
Pin_Soil_Message(3),pin_soil_message3,plot,pin_soil_message,see program,,390,merit highmarsh,plot,
Pin_Soil_Message(4),pin_soil_message4,plot,pin_soil_message,see program,,371,merit highmarsh,plot,
Pin_Soil_Message(5),pin_soil_message5,plot,pin_soil_message,see program,,381,merit highmarsh,plot,
Pin_Soil_Message(6),pin_soil_message6,plot,pin_soil_message,see program,,391,merit highmarsh,plot,
Pin_Soil_Message(7),pin_soil_message7,plot,pin_soil_message,see program,,372,merit highmarsh,plot,
Pin_Soil_Message(8),pin_soil_message8,plot,pin_soil_message,see program,,382,merit highmarsh,plot,
Pin_Soil_Message(9),pin_soil_message9,plot,pin_soil_message,see program,,392,merit highmarsh,plot,
Pin_Soil_Eveness(2),pin_soil_eveness2,plot,pin_soil_eveness,see program,,merit highmarsh,merit highmarsh,logger,
Pin_Soil_Eveness(3),pin_soil_eveness3,plot,pin_soil_eveness3,see program,,merit highmarsh,merit highmarsh,logger,
Raw_Pin(1),raw_pin1,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,370,merit highmarsh,plot,
Raw_Pin(2),raw_pin2,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,380,merit highmarsh,plot,
Raw_Pin(3),raw_pin3,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,390,merit highmarsh,plot,
Raw_Pin(4),raw_pin4,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,371,merit highmarsh,plot,
Raw_Pin(5),raw_pin5,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,381,merit highmarsh,plot,
Raw_Pin(6),raw_pin6,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,391,merit highmarsh,plot,
Raw_Pin(7),raw_pin7,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,372,merit highmarsh,plot,
Raw_Pin(8),raw_pin8,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,382,merit highmarsh,plot,
Raw_Pin(9),raw_pin9,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,392,merit highmarsh,plot,
Raw_Lag(1),raw_lag1,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,370,merit highmarsh,plot,
Raw_Lag(2),raw_lag2,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,380,merit highmarsh,plot,
Raw_Lag(3),raw_lag3,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,390,merit highmarsh,plot,
Raw_Lag(4),raw_lag4,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,371,merit highmarsh,plot,
Raw_Lag(5),raw_lag5,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,381,merit highmarsh,plot,
Raw_Lag(6),raw_lag6,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,391,merit highmarsh,plot,
Raw_Lag(7),raw_lag7,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,372,merit highmarsh,plot,
Raw_Lag(8),raw_lag8,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,382,merit highmarsh,plot,
Raw_Lag(9),raw_lag9,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,392,merit highmarsh,plot,
Raw_Surface(1),raw_surface1,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,370,merit highmarsh,plot,
Raw_Surface(2),raw_surface2,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,380,merit highmarsh,plot,
Raw_Surface(3),raw_surface3,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,390,merit highmarsh,plot,
Raw_Surface(4),raw_surface4,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,371,merit highmarsh,plot,
Raw_Surface(5),raw_surface5,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,381,merit highmarsh,plot,
Raw_Surface(6),raw_surface6,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,391,merit highmarsh,plot,
Raw_Surface(7),raw_surface7,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,372,merit highmarsh,plot,
Raw_Surface(8),raw_surface8,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,382,merit highmarsh,plot,
Raw_Surface(9),raw_surface9,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,392,merit highmarsh,plot,
Raw_Deep(1),raw_deep1,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,370,merit highmarsh,plot,
Raw_Deep(2),raw_deep2,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,380,merit highmarsh,plot,
Raw_Deep(3),raw_deep3,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,390,merit highmarsh,plot,
Raw_Deep(4),raw_deep4,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,371,merit highmarsh,plot,
Raw_Deep(5),raw_deep5,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,381,merit highmarsh,plot,
Raw_Deep(6),raw_deep6,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,391,merit highmarsh,plot,
Raw_Deep(7),raw_deep7,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,372,merit highmarsh,plot,
Raw_Deep(8),raw_deep8,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,382,merit highmarsh,plot,
Raw_Deep(9),raw_deep9,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,392,merit highmarsh,plot,
Raw_Above(1),raw_above1,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,370,merit highmarsh,plot,
Raw_Above(2),raw_above2,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,380,merit highmarsh,plot,
Raw_Above(3),raw_above3,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,390,merit highmarsh,plot,
Raw_Above(4),raw_above4,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,371,merit highmarsh,plot,
Raw_Above(5),raw_above5,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,381,merit highmarsh,plot,
Raw_Above(6),raw_above6,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,391,merit highmarsh,plot,
Raw_Above(7),raw_above7,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,372,merit highmarsh,plot,
Raw_Above(8),raw_above8,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,382,merit highmarsh,plot,
Raw_Above(9),raw_above9,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,392,merit highmarsh,plot,
Raw_Air(1),raw_air1,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,370,merit highmarsh,plot,
Raw_Air(2),raw_air2,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,380,merit highmarsh,plot,
Raw_Air(3),raw_air3,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,390,merit highmarsh,plot,
Raw_Air(4),raw_air4,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,371,merit highmarsh,plot,
Raw_Air(5),raw_air5,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,381,merit highmarsh,plot,
Raw_Air(6),raw_air6,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,391,merit highmarsh,plot,
Raw_Air(7),raw_air7,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,372,merit highmarsh,plot,
Raw_Air(8),raw_air8,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,382,merit highmarsh,plot,
Raw_Air(9),raw_air9,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,392,merit highmarsh,plot,
Raw_Pin_Std(1),raw_pin_std1,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,370,merit highmarsh,plot,
Raw_Pin_Std(2),raw_pin_std2,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,380,merit highmarsh,plot,
Raw_Pin_Std(3),raw_pin_std3,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,390,merit highmarsh,plot,
Raw_Pin_Std(4),raw_pin_std4,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,371,merit highmarsh,plot,
Raw_Pin_Std(5),raw_pin_std5,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,381,merit highmarsh,plot,
Raw_Pin_Std(6),raw_pin_std6,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,391,merit highmarsh,plot,
Raw_Pin_Std(7),raw_pin_std7,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,372,merit highmarsh,plot,
Raw_Pin_Std(8),raw_pin_std8,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,382,merit highmarsh,plot,
Raw_Pin_Std(9),raw_pin_std9,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,392,merit highmarsh,plot,
Raw_Lag_Std(1),raw_lag_std1,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,370,merit highmarsh,plot,
Raw_Lag_Std(2),raw_lag_std2,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,380,merit highmarsh,plot,
Raw_Lag_Std(3),raw_lag_std3,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,390,merit highmarsh,plot,
Raw_Lag_Std(4),raw_lag_std4,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,371,merit highmarsh,plot,
Raw_Lag_Std(5),raw_lag_std5,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,381,merit highmarsh,plot,
Raw_Lag_Std(6),raw_lag_std6,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,391,merit highmarsh,plot,
Raw_Lag_Std(7),raw_lag_std7,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,372,merit highmarsh,plot,
Raw_Lag_Std(8),raw_lag_std8,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,382,merit highmarsh,plot,
Raw_Lag_Std(9),raw_lag_std9,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,392,merit highmarsh,plot,
Raw_Surface_Std(1),raw_surface_std1,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,370,merit highmarsh,plot,
Raw_Surface_Std(2),raw_surface_std2,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,380,merit highmarsh,plot,
Raw_Surface_Std(3),raw_surface_std3,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,390,merit highmarsh,plot,
Raw_Surface_Std(4),raw_surface_std4,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,371,merit highmarsh,plot,
Raw_Surface_Std(5),raw_surface_std5,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,381,merit highmarsh,plot,
Raw_Surface_Std(6),raw_surface_std6,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,391,merit highmarsh,plot,
Raw_Surface_Std(7),raw_surface_std7,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,372,merit highmarsh,plot,
Raw_Surface_Std(8),raw_surface_std8,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,382,merit highmarsh,plot,
Raw_Surface_Std(9),raw_surface_std9,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,392,merit highmarsh,plot,
Raw_Deep_Std(1),raw_deep_std1,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,370,merit highmarsh,plot,
Raw_Deep_Std(2),raw_deep_std2,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,380,merit highmarsh,plot,
Raw_Deep_Std(3),raw_deep_std3,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,390,merit highmarsh,plot,
Raw_Deep_Std(4),raw_deep_std4,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,371,merit highmarsh,plot,
Raw_Deep_Std(5),raw_deep_std5,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,381,merit highmarsh,plot,
Raw_Deep_Std(6),raw_deep_std6,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,391,merit highmarsh,plot,
Raw_Deep_Std(7),raw_deep_std7,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,372,merit highmarsh,plot,
Raw_Deep_Std(8),raw_deep_std8,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,382,merit highmarsh,plot,
Raw_Deep_Std(9),raw_deep_std9,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,392,merit highmarsh,plot,
Raw_Above_Std(1),raw_above_std1,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,370,merit highmarsh,plot,
Raw_Above_Std(2),raw_above_std2,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,380,merit highmarsh,plot,
Raw_Above_Std(3),raw_above_std3,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,390,merit highmarsh,plot,
Raw_Above_Std(4),raw_above_std4,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,371,merit highmarsh,plot,
Raw_Above_Std(5),raw_above_std5,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,381,merit highmarsh,plot,
Raw_Above_Std(6),raw_above_std6,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,391,merit highmarsh,plot,
Raw_Above_Std(7),raw_above_std7,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,372,merit highmarsh,plot,
Raw_Above_Std(8),raw_above_std8,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,382,merit highmarsh,plot,
Raw_Above_Std(9),raw_above_std9,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,392,merit highmarsh,plot,
Raw_Air_Std(1),raw_air_std1,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,370,merit highmarsh,plot,
Raw_Air_Std(2),raw_air_std2,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,380,merit highmarsh,plot,
Raw_Air_Std(3),raw_air_std3,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,390,merit highmarsh,plot,
Raw_Air_Std(4),raw_air_std4,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,371,merit highmarsh,plot,
Raw_Air_Std(5),raw_air_std5,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,381,merit highmarsh,plot,
Raw_Air_Std(6),raw_air_std6,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,391,merit highmarsh,plot,
Raw_Air_Std(7),raw_air_std7,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,372,merit highmarsh,plot,
Raw_Air_Std(8),raw_air_std8,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,382,merit highmarsh,plot,
Raw_Air_Std(9),raw_air_std9,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,392,merit highmarsh,plot,
Surface_DC_Avg(1),surface_dc_avg1,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,370,merit highmarsh,plot,
Surface_DC_Avg(2),surface_dc_avg2,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,380,merit highmarsh,plot,
Surface_DC_Avg(3),surface_dc_avg3,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,390,merit highmarsh,plot,
Surface_DC_Avg(4),surface_dc_avg4,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,371,merit highmarsh,plot,
Surface_DC_Avg(5),surface_dc_avg5,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,381,merit highmarsh,plot,
